label,time-stamp,sine-wave
0,1428,-0.2250
0,1429,-0.2079
0,1430,-0.1908
0,1431,-0.1736
0,1432,-0.1564
0,1433,-0.1392
0,1434,-0.1219
0,1435,-0.1045
0,1436,-0.0872
0,1437,-0.0698
0,1438,-0.0523
0,1439,-0.0349
0,1440,-0.0175
0,1441,0.0000
0,1442,0.0175
0,1443,0.0349
0,1444,0.0523
0,1445,0.0698
0,1446,0.0872
0,1447,0.1045
0,1448,0.1219
0,1449,0.1392
0,1450,0.1564
0,1451,0.1736
0,1452,0.1908
0,1453,0.2079
0,1454,0.2250
0,1455,0.2419
1,1456,-0.1771
1,1457,0.6320
1,1458,0.5859
1,1459,0.7998
1,1460,-0.0680
1,1461,-0.0076
1,1462,0.7364
1,1463,-0.0641
1,1464,0.1608
1,1465,0.8387
1,1466,0.2179
1,1467,0.0007
1,1468,0.7325
1,1469,0.8337
1,1470,0.9773
1,1471,0.9901
1,1472,0.2990
1,1473,0.0616
1,1474,0.3038
1,1475,1.0071
1,1476,0.2401
1,1477,0.2342
1,1478,0.3673
1,1479,0.3943
1,1480,0.3275
1,1481,0.3071
1,1482,0.3076
1,1483,0.4271
1,1484,0.8914
1,1485,1.1547
1,1486,0.9287
1,1487,0.4729
1,1488,1.1765
1,1489,1.2306
1,1490,0.3316
1,1491,1.2526
1,1492,0.5705
1,1493,1.0442
1,1494,1.2899
1,1495,1.1768
1,1496,1.1947
1,1497,1.3257
1,1498,1.2835
1,1499,0.4762
1,1500,1.2140
1,1501,0.4260
1,1502,0.5130
1,1503,0.5694
1,1504,1.3360
1,1505,0.4596
1,1506,1.2768
1,1507,1.1137
1,1508,1.3488
1,1509,0.7106
1,1510,0.6757
1,1511,0.7233
1,1512,1.1850
1,1513,0.7435
1,1514,0.4730
1,1515,1.2638
1,1516,1.2088
1,1517,1.1982
1,1518,1.2417
1,1519,1.4057
1,1520,1.3398
1,1521,1.3434
1,1522,1.4267
1,1523,1.4236
1,1524,1.2500
1,1525,0.5925
1,1526,1.2040
1,1527,1.4489
1,1528,1.2065
1,1529,1.3822
1,1530,0.5483
1,1531,0.6654
1,1532,0.6225
1,1533,0.6894
1,1534,0.5051
1,1535,1.3673
1,1536,1.3066
1,1537,0.5491
1,1538,1.2031
1,1539,1.2482
1,1540,0.7283
1,1541,1.2298
1,1542,1.4397
1,1543,1.2772
1,1544,0.6174
1,1545,0.4815
1,1546,0.5352
1,1547,0.6305
1,1548,0.4701
1,1549,0.5694
1,1550,1.4444
1,1551,1.2056
1,1552,1.3704
1,1553,1.3530
1,1554,1.2279
1,1555,0.6965
1,1556,1.3134
1,1557,0.4454
1,1558,1.2109
1,1559,0.4421
1,1560,1.1850
1,1561,1.2053
1,1562,1.2193
1,1563,0.4823
1,1564,1.1726
1,1565,1.1805
1,1566,0.3261
1,1567,0.5605
1,1568,0.5903
1,1569,0.4835
1,1570,1.1469
1,1571,1.1229
1,1572,1.0876
1,1573,0.3509
1,1574,1.1828
1,1575,0.9601
1,1576,0.4770
1,1577,1.1016
1,1578,0.4776
1,1579,0.3352
1,1580,1.0648
1,1581,1.0445
1,1582,0.3681
1,1583,0.9092
1,1584,0.3704
1,1585,0.1654
1,1586,0.1640
1,1587,0.9985
1,1588,0.9835
1,1589,0.2664
1,1590,0.8902
1,1591,0.7890
1,1592,0.2568
1,1593,0.0911
1,1594,0.9163
1,1595,0.8814
1,1596,0.8143
1,1597,0.8741
1,1598,0.0384
1,1599,0.0441
1,1600,-0.1334
1,1601,-0.1242
1,1602,0.7103
1,1603,0.6420
1,1604,-0.1025
1,1605,-0.1312
1,1606,-0.2251
1,1607,0.7002
1,1608,0.6396
1,1609,-0.1216
1,1610,-0.2730
1,1611,-0.0525
1,1612,-0.2464
1,1613,0.4910
1,1614,-0.1653
1,1615,0.5895
1,1616,-0.2575
1,1617,-0.1926
1,1618,-0.4283
1,1619,-0.2789
1,1620,-0.1920
1,1621,-0.4519
1,1622,0.2502
1,1623,0.3694
1,1624,0.1504
1,1625,-0.3739
1,1626,0.3815
1,1627,-0.4040
1,1628,0.3680
1,1629,-0.5335
1,1630,-0.6014
1,1631,0.1023
1,1632,-0.6105
1,1633,-0.5375
1,1634,-0.6091
1,1635,-0.5066
1,1636,-0.6251
1,1637,-0.5917
1,1638,-0.0071
1,1639,0.0190
1,1640,-0.5428
1,1641,0.0347
1,1642,0.1220
1,1643,-0.6966
1,1644,-0.0597
1,1645,0.0398
1,1646,-0.6778
1,1647,-0.0586
1,1648,-0.7684
1,1649,0.0077
1,1650,-0.2673
1,1651,-0.2135
1,1652,-0.0847
1,1653,-0.2504
1,1654,-0.9259
1,1655,-1.0520
1,1656,-0.1189
1,1657,-0.8000
1,1658,-0.9513
1,1659,-0.8866
1,1660,-1.1007
1,1661,-0.3402
1,1662,-1.0776
1,1663,-0.2966
1,1664,-1.1775
1,1665,-0.2580
1,1666,-1.0470
1,1667,-0.2656
1,1668,-0.3406
1,1669,-0.9481
1,1670,-0.4474
1,1671,-1.0361
1,1672,-0.4502
1,1673,-0.4681
1,1674,-1.2742
1,1675,-1.2622
1,1676,-0.3856
1,1677,-1.0700
1,1678,-1.1454
1,1679,-1.1157
1,1680,-0.3971
1,1681,-0.6430
1,1682,-1.2391
1,1683,-0.5635
1,1684,-1.2233
1,1685,-0.5965
1,1686,-1.1195
1,1687,-0.6879
1,1688,-0.6784
1,1689,-1.1375
1,1690,-1.3325
1,1691,-1.4012
1,1692,-1.4193
1,1693,-1.4297
1,1694,-1.1985
1,1695,-1.1702
1,1696,-1.1985
1,1697,-0.4963
1,1698,-0.6355
1,1699,-1.1909
1,1700,-1.2641
1,1701,-0.5477
1,1702,-0.7831
1,1703,-0.6070
1,1704,-1.3905
1,1705,-0.4996
1,1706,-0.5960
1,1707,-0.6701
1,1708,-0.6732
0,1709,-0.9994
0,1710,-0.9998
0,1711,-1.0000
0,1712,-0.9998
0,1713,-0.9994
0,1714,-0.9986
0,1715,-0.9976
0,1716,-0.9962
0,1717,-0.9945
0,1718,-0.9925
0,1719,-0.9903
0,1720,-0.9877
0,1721,-0.9848
0,1722,-0.9816
0,1723,-0.9781
0,1724,-0.9744
0,1725,-0.9703
0,1726,-0.9659
0,1727,-0.9613
0,1728,-0.9563
0,1729,-0.9511
0,1730,-0.9455
0,1731,-0.9397
0,1732,-0.9336
0,1733,-0.9272
0,1734,-0.9205
0,1735,-0.9135
0,1736,-0.9063
0,1737,-0.8988
0,1738,-0.8910
0,1739,-0.8829
0,1740,-0.8746
0,1741,-0.8660
0,1742,-0.8572
0,1743,-0.8480
0,1744,-0.8387
0,1745,-0.8290
0,1746,-0.8192
0,1747,-0.8090
0,1748,-0.7986
0,1749,-0.7880
0,1750,-0.7771
1,1751,-1.0021
1,1752,-0.3330
1,1753,-1.0668
1,1754,-0.3383
1,1755,-1.0135
1,1756,-1.0432
1,1757,-0.2049
1,1758,-0.4115
1,1759,-0.3544
1,1760,-0.9371
1,1761,-0.9626
1,1762,-1.0185
1,1763,-0.2325
1,1764,-0.3133
1,1765,-0.7893
1,1766,-0.0760
1,1767,-0.9152
1,1768,-0.7743
1,1769,-0.1576
1,1770,-0.0550
1,1771,-0.2373
1,1772,-0.2281
1,1773,-0.6916
1,1774,-0.8969
1,1775,-0.2296
1,1776,-0.7926
1,1777,-0.1070
1,1778,-0.6363
1,1779,0.0059
1,1780,0.0790
1,1781,-0.1014
1,1782,-0.5391
1,1783,-0.7930
1,1784,-0.5666
1,1785,-0.7016
1,1786,-0.6371
1,1787,-0.7057
1,1788,0.2250
1,1789,0.0275
1,1790,0.2907
1,1791,-0.5215
1,1792,-0.3946
1,1793,0.3208
1,1794,0.1383
1,1795,0.2449
1,1796,0.1204
1,1797,0.2005
1,1798,0.2529
1,1799,0.2647
1,1800,0.2566
1,1801,-0.3815
1,1802,-0.1879
1,1803,0.3999
1,1804,-0.3914
1,1805,0.3486
1,1806,-0.2239
1,1807,0.3755
1,1808,0.5450
1,1809,-0.3066
1,1810,0.6064
1,1811,0.6512
1,1812,0.4111
1,1813,-0.0952
1,1814,0.4652
1,1815,0.7384
1,1816,-0.1034
1,1817,0.6090
1,1818,0.7274
1,1819,-0.1578
1,1820,0.5911
1,1821,0.8317
1,1822,0.6760
1,1823,0.1177
1,1824,0.7683
1,1825,0.6777
1,1826,0.0684
1,1827,0.1584
1,1828,0.8341
1,1829,0.6710
1,1830,0.7308
1,1831,0.2472
1,1832,0.1114
1,1833,0.9641
1,1834,0.2951
1,1835,0.9103
1,1836,0.9086
1,1837,0.0986
1,1838,0.3994
1,1839,0.8850
1,1840,1.1238
1,1841,0.3192
1,1842,0.8684
1,1843,0.9543
1,1844,0.1827
1,1845,0.4581
1,1846,1.0416
1,1847,1.1809
1,1848,1.2065
1,1849,0.2599
1,1850,0.3238
1,1851,1.1615
1,1852,0.4098
1,1853,1.1207
1,1854,0.3161
1,1855,0.5232
1,1856,1.0781
1,1857,0.3718
1,1858,1.1771
1,1859,1.2861
1,1860,0.5664
1,1861,1.2727
1,1862,1.3676
1,1863,1.0974
1,1864,0.4884
1,1865,0.6125
1,1866,0.6130
1,1867,1.3357
0,1868,0.9205
0,1869,0.9272
0,1870,0.9336
0,1871,0.9397
0,1872,0.9455
0,1873,0.9511
0,1874,0.9563
0,1875,0.9613
0,1876,0.9659
0,1877,0.9703
0,1878,0.9744
0,1879,0.9781
0,1880,0.9816
0,1881,0.9848
0,1882,0.9877
0,1883,0.9903
0,1884,0.9925
0,1885,0.9945
0,1886,0.9962
0,1887,0.9976
0,1888,0.9986
0,1889,0.9994
0,1890,0.9998
0,1891,1.0000
0,1892,0.9998
0,1893,0.9994
0,1894,0.9986
0,1895,0.9976
0,1896,0.9962
0,1897,0.9945
0,1898,0.9925
0,1899,0.9903
0,1900,0.9877
0,1901,0.9848
0,1902,0.9816
0,1903,0.9781
0,1904,0.9744
0,1905,0.9703
0,1906,0.9659
0,1907,0.9613
0,1908,0.9563
0,1909,0.9511
0,1910,0.9455
0,1911,0.9397
0,1912,0.9336
0,1913,0.9272
0,1914,0.9205
0,1915,0.9135
0,1916,0.9063
0,1917,0.8988
0,1918,0.8910
0,1919,0.8829
0,1920,0.8746
0,1921,0.8660
0,1922,0.8572
0,1923,0.8480
0,1924,0.8387
0,1925,0.8290
0,1926,0.8192
0,1927,0.8090
0,1928,0.7986
0,1929,0.7880
0,1930,0.7771
0,1931,0.7660
0,1932,0.7547
0,1933,0.7431
0,1934,0.7314
0,1935,0.7193
0,1936,0.7071
0,1937,0.6947
0,1938,0.6820
0,1939,0.6691
0,1940,0.6561
0,1941,0.6428
0,1942,0.6293
0,1943,0.6157
0,1944,0.6018
0,1945,0.5878
0,1946,0.5736
0,1947,0.5592
0,1948,0.5446
0,1949,0.5299
0,1950,0.5150
0,1951,0.5000
0,1952,0.4848
0,1953,0.4695
0,1954,0.4540
0,1955,0.4384
0,1956,0.4226
0,1957,0.4067
0,1958,0.3907
0,1959,0.3746
0,1960,0.3584
0,1961,0.3420
0,1962,0.3256
1,1963,0.5841
1,1964,-0.0930
1,1965,0.7488
1,1966,0.6013
1,1967,0.5314
1,1968,0.6533
1,1969,0.6261
1,1970,0.5672
1,1971,0.5695
1,1972,0.4105
1,1973,0.4766
1,1974,-0.2543
1,1975,0.3870
1,1976,-0.1559
1,1977,-0.3392
1,1978,-0.2731
1,1979,-0.3592
1,1980,-0.2754
1,1981,-0.4998
1,1982,-0.2762
1,1983,-0.4609
1,1984,0.3959
1,1985,-0.3802
1,1986,-0.3302
1,1987,0.2931
1,1988,0.2341
1,1989,0.0837
1,1990,-0.6384
1,1991,0.2970
1,1992,0.0640
1,1993,-0.4836
1,1994,0.0425
1,1995,0.1086
1,1996,-0.7497
1,1997,0.0167
0,1998,-0.2924
0,1999,-0.3090
0,2000,-0.3256
0,2001,-0.3420
0,2002,-0.3584
0,2003,-0.3746
0,2004,-0.3907
0,2005,-0.4067
0,2006,-0.4226
0,2007,-0.4384
0,2008,-0.4540
0,2009,-0.4695
0,2010,-0.4848
0,2011,-0.5000
0,2012,-0.5150
0,2013,-0.5299
0,2014,-0.5446
0,2015,-0.5592
0,2016,-0.5736
0,2017,-0.5878
0,2018,-0.6018
0,2019,-0.6157
0,2020,-0.6293
0,2021,-0.6428
0,2022,-0.6561
0,2023,-0.6691
0,2024,-0.6820
0,2025,-0.6947
0,2026,-0.7071
0,2027,-0.7193
0,2028,-0.7314
0,2029,-0.7431
0,2030,-0.7547
0,2031,-0.7660
0,2032,-0.7771
0,2033,-0.7880
0,2034,-0.7986
0,2035,-0.8090
0,2036,-0.8192
0,2037,-0.8290
0,2038,-0.8387
0,2039,-0.8480
0,2040,-0.8572
0,2041,-0.8660
0,2042,-0.8746
0,2043,-0.8829
0,2044,-0.8910
0,2045,-0.8988
0,2046,-0.9063
1,2047,-1.1762
1,2048,-1.1464
1,2049,-1.2839
1,2050,-1.4172
1,2051,-0.5811
1,2052,-0.6363
1,2053,-1.3500
1,2054,-0.4931
1,2055,-1.3887
1,2056,-1.1737
1,2057,-0.5886
1,2058,-0.5074
1,2059,-0.6354
1,2060,-0.6671
1,2061,-1.2941
1,2062,-0.6311
1,2063,-0.7652
1,2064,-1.3523
1,2065,-1.2030
1,2066,-0.6757
1,2067,-1.3640
1,2068,-1.3119
1,2069,-1.4725
1,2070,-0.7688
1,2071,-1.2385
1,2072,-0.7689
1,2073,-0.7963
1,2074,-1.2181
1,2075,-0.5350
1,2076,-1.2627
1,2077,-1.3923
1,2078,-1.2055
1,2079,-0.5640
1,2080,-0.7083
1,2081,-0.5538
1,2082,-1.2871
1,2083,-1.4019
1,2084,-0.5389
1,2085,-1.2641
1,2086,-1.3583
1,2087,-1.2548
1,2088,-1.2840
1,2089,-0.5032
1,2090,-0.5982
1,2091,-1.1919
1,2092,-0.6943
1,2093,-1.1701
1,2094,-0.6740
1,2095,-1.3820
1,2096,-0.5512
1,2097,-1.2089
1,2098,-1.3557
1,2099,-1.3438
1,2100,-1.3031
1,2101,-0.6124
1,2102,-0.6416
1,2103,-1.1777
1,2104,-0.5189
1,2105,-1.2478
1,2106,-1.1944
1,2107,-1.2656
1,2108,-0.3867
1,2109,-0.3273
1,2110,-0.5308
1,2111,-0.9884
1,2112,-0.3798
1,2113,-0.3764
0,2114,-0.7314
0,2115,-0.7193
0,2116,-0.7071
0,2117,-0.6947
0,2118,-0.6820
0,2119,-0.6691
0,2120,-0.6561
0,2121,-0.6428
0,2122,-0.6293
0,2123,-0.6157
0,2124,-0.6018
0,2125,-0.5878
0,2126,-0.5736
0,2127,-0.5592
0,2128,-0.5446
0,2129,-0.5299
0,2130,-0.5150
0,2131,-0.5000
0,2132,-0.4848
0,2133,-0.4695
0,2134,-0.4540
0,2135,-0.4384
0,2136,-0.4226
0,2137,-0.4067
0,2138,-0.3907
0,2139,-0.3746
0,2140,-0.3584
0,2141,-0.3420
0,2142,-0.3256
0,2143,-0.3090
0,2144,-0.2924
0,2145,-0.2756
0,2146,-0.2588
0,2147,-0.2419
0,2148,-0.2250
0,2149,-0.2079
0,2150,-0.1908
0,2151,-0.1736
0,2152,-0.1564
1,2153,-0.4984
1,2154,-0.5294
1,2155,-0.5275
1,2156,-0.3907
1,2157,0.2614
1,2158,0.3428
1,2159,-0.3744
1,2160,-0.4193
1,2161,-0.2143
1,2162,-0.3114
1,2163,0.3263
1,2164,0.3604
1,2165,0.5030
1,2166,-0.3796
1,2167,0.5370
1,2168,0.4895
1,2169,0.6242
1,2170,-0.3025
1,2171,0.4016
1,2172,0.6542
1,2173,0.6102
1,2174,-0.0160
1,2175,0.6425
1,2176,0.0239
1,2177,0.7327
1,2178,0.7861
1,2179,-0.1679
1,2180,0.5439
1,2181,0.6767
1,2182,0.0298
1,2183,0.6027
1,2184,0.6310
1,2185,0.7575
1,2186,0.7322
1,2187,0.8151
1,2188,0.1865
1,2189,0.7295
1,2190,0.1170
1,2191,0.8471
1,2192,0.2093
1,2193,0.2511
1,2194,0.8654
1,2195,0.3344
1,2196,0.8001
0,2197,0.5878
0,2198,0.6018
0,2199,0.6157
0,2200,0.6293
0,2201,0.6428
0,2202,0.6561
0,2203,0.6691
0,2204,0.6820
0,2205,0.6947
0,2206,0.7071
0,2207,0.7193
0,2208,0.7314
0,2209,0.7431
0,2210,0.7547
0,2211,0.7660
0,2212,0.7771
0,2213,0.7880
0,2214,0.7986
0,2215,0.8090
0,2216,0.8192
0,2217,0.8290
0,2218,0.8387
0,2219,0.8480
0,2220,0.8572
0,2221,0.8660
0,2222,0.8746
0,2223,0.8829
0,2224,0.8910
0,2225,0.8988
0,2226,0.9063
0,2227,0.9135
0,2228,0.9205
0,2229,0.9272
0,2230,0.9336
0,2231,0.9397
0,2232,0.9455
0,2233,0.9511
0,2234,0.9563
0,2235,0.9613
0,2236,0.9659
0,2237,0.9703
0,2238,0.9744
0,2239,0.9781
0,2240,0.9816
0,2241,0.9848
0,2242,0.9877
0,2243,0.9903
0,2244,0.9925
0,2245,0.9945
0,2246,0.9962
0,2247,0.9976
0,2248,0.9986
0,2249,0.9994
0,2250,0.9998
0,2251,1.0000
0,2252,0.9998
0,2253,0.9994
0,2254,0.9986
0,2255,0.9976
0,2256,0.9962
0,2257,0.9945
0,2258,0.9925
0,2259,0.9903
0,2260,0.9877
0,2261,0.9848
0,2262,0.9816
0,2263,0.9781
0,2264,0.9744
0,2265,0.9703
0,2266,0.9659
0,2267,0.9613
0,2268,0.9563
0,2269,0.9511
0,2270,0.9455
0,2271,0.9397
0,2272,0.9336
0,2273,0.9272
0,2274,0.9205
0,2275,0.9135
0,2276,0.9063
0,2277,0.8988
0,2278,0.8910
0,2279,0.8829
0,2280,0.8746
0,2281,0.8660
0,2282,0.8572
0,2283,0.8480
0,2284,0.8387
0,2285,0.8290
0,2286,0.8192
0,2287,0.8090
0,2288,0.7986
0,2289,0.7880
0,2290,0.7771
0,2291,0.7660
0,2292,0.7547
0,2293,0.7431
0,2294,0.7314
0,2295,0.7193
0,2296,0.7071
0,2297,0.6947
1,2298,1.0662
1,2299,0.3885
1,2300,1.0001
1,2301,0.4364
1,2302,0.4237
1,2303,0.9879
1,2304,1.0076
1,2305,1.0665
1,2306,0.0856
1,2307,0.1297
1,2308,0.8250
1,2309,0.2474
1,2310,0.7503
1,2311,0.8742
1,2312,0.2627
1,2313,0.0480
1,2314,0.7988
1,2315,0.8390
1,2316,0.8994
1,2317,0.0477
1,2318,0.6520
1,2319,-0.1155
1,2320,0.0743
1,2321,-0.1467
1,2322,0.5828
1,2323,0.6412
1,2324,0.0844
1,2325,0.0261
1,2326,0.5244
1,2327,0.5698
1,2328,0.4827
1,2329,-0.2841
1,2330,-0.0690
1,2331,0.5312
1,2332,-0.3402
1,2333,-0.1848
1,2334,0.4108
1,2335,-0.1301
1,2336,0.3260
1,2337,-0.3866
1,2338,0.5471
0,2339,0.0349
0,2340,0.0175
0,2341,0.0000
0,2342,-0.0175
0,2343,-0.0349
0,2344,-0.0523
0,2345,-0.0698
0,2346,-0.0872
0,2347,-0.1045
0,2348,-0.1219
0,2349,-0.1392
0,2350,-0.1564
0,2351,-0.1736
0,2352,-0.1908
0,2353,-0.2079
0,2354,-0.2250
0,2355,-0.2419
0,2356,-0.2588
0,2357,-0.2756
0,2358,-0.2924
0,2359,-0.3090
0,2360,-0.3256
0,2361,-0.3420
0,2362,-0.3584
0,2363,-0.3746
0,2364,-0.3907
0,2365,-0.4067
0,2366,-0.4226
0,2367,-0.4384
0,2368,-0.4540
0,2369,-0.4695
0,2370,-0.4848
0,2371,-0.5000
0,2372,-0.5150
0,2373,-0.5299
0,2374,-0.5446
0,2375,-0.5592
0,2376,-0.5736
0,2377,-0.5878
0,2378,-0.6018
0,2379,-0.6157
0,2380,-0.6293
0,2381,-0.6428
0,2382,-0.6561
0,2383,-0.6691
0,2384,-0.6820
0,2385,-0.6947
0,2386,-0.7071
1,2387,-0.4209
1,2388,-0.2520
1,2389,-0.3736
1,2390,-1.0218
1,2391,-1.1946
1,2392,-1.1910
1,2393,-1.1904
1,2394,-0.5599
1,2395,-0.3284
1,2396,-0.5323
1,2397,-1.0904
1,2398,-1.1136
1,2399,-0.3891
1,2400,-0.3846
1,2401,-0.5959
1,2402,-1.2908
1,2403,-1.3142
1,2404,-0.5367
1,2405,-0.5503
1,2406,-1.1795
1,2407,-1.1467
1,2408,-1.2852
1,2409,-0.5266
1,2410,-1.3048
1,2411,-1.2765
1,2412,-0.4610
1,2413,-0.4773
1,2414,-0.7219
1,2415,-1.4593
1,2416,-1.3065
1,2417,-0.5031
1,2418,-1.1964
1,2419,-0.5542
1,2420,-1.3174
1,2421,-1.2576
1,2422,-0.7176
1,2423,-1.3546
1,2424,-1.3110
1,2425,-1.3373
1,2426,-0.6871
1,2427,-1.2635
1,2428,-0.6884
1,2429,-0.6543
1,2430,-0.5806
1,2431,-1.3855
1,2432,-1.3137
1,2433,-1.3711
1,2434,-1.3802
1,2435,-1.4454
1,2436,-1.3199
1,2437,-0.7087
1,2438,-1.3223
1,2439,-0.5794
1,2440,-1.2586
1,2441,-1.4397
1,2442,-1.2288
1,2443,-1.3770
1,2444,-1.3201
1,2445,-0.6159
1,2446,-1.3748
1,2447,-1.4133
1,2448,-1.4144
1,2449,-1.3475
1,2450,-0.6885
1,2451,-1.1560
1,2452,-1.1666
1,2453,-0.5935
0,2454,-0.9205
0,2455,-0.9135
0,2456,-0.9063
0,2457,-0.8988
0,2458,-0.8910
0,2459,-0.8829
0,2460,-0.8746
0,2461,-0.8660
0,2462,-0.8572
0,2463,-0.8480
0,2464,-0.8387
0,2465,-0.8290
0,2466,-0.8192
0,2467,-0.8090
0,2468,-0.7986
0,2469,-0.7880
0,2470,-0.7771
0,2471,-0.7660
0,2472,-0.7547
0,2473,-0.7431
0,2474,-0.7314
0,2475,-0.7193
0,2476,-0.7071
0,2477,-0.6947
0,2478,-0.6820
0,2479,-0.6691
0,2480,-0.6561
0,2481,-0.6428
0,2482,-0.6293
0,2483,-0.6157
0,2484,-0.6018
0,2485,-0.5878
0,2486,-0.5736
0,2487,-0.5592
0,2488,-0.5446
0,2489,-0.5299
0,2490,-0.5150
0,2491,-0.5000
1,2492,-0.0646
1,2493,-0.8932
1,2494,-0.1114
1,2495,-0.1767
1,2496,-0.7895
1,2497,-0.7665
1,2498,0.0992
1,2499,0.0500
1,2500,0.0699
1,2501,0.1042
1,2502,-0.1215
1,2503,-0.0408
1,2504,-0.7659
1,2505,-0.0467
1,2506,-0.6729
1,2507,-0.5793
1,2508,0.1931
1,2509,-0.4912
0,2510,-0.1908
0,2511,-0.1736
0,2512,-0.1564
0,2513,-0.1392
0,2514,-0.1219
0,2515,-0.1045
0,2516,-0.0872
0,2517,-0.0698
0,2518,-0.0523
0,2519,-0.0349
0,2520,-0.0175
0,2521,0.0000
0,2522,0.0175
0,2523,0.0349
0,2524,0.0523
0,2525,0.0698
0,2526,0.0872
0,2527,0.1045
0,2528,0.1219
0,2529,0.1392
0,2530,0.1564
0,2531,0.1736
0,2532,0.1908
0,2533,0.2079
0,2534,0.2250
0,2535,0.2419
0,2536,0.2588
0,2537,0.2756
0,2538,0.2924
0,2539,0.3090
0,2540,0.3256
0,2541,0.3420
0,2542,0.3584
0,2543,0.3746
0,2544,0.3907
0,2545,0.4067
0,2546,0.4226
0,2547,0.4384
0,2548,0.4540
0,2549,0.4695
0,2550,0.4848
0,2551,0.5000
0,2552,0.5150
0,2553,0.5299
0,2554,0.5446
0,2555,0.5592
0,2556,0.5736
0,2557,0.5878
0,2558,0.6018
0,2559,0.6157
1,2560,0.2946
1,2561,1.0049
1,2562,0.2002
1,2563,0.9154
1,2564,0.3389
1,2565,0.3273
1,2566,0.2844
1,2567,1.2154
1,2568,0.3153
1,2569,0.3873
1,2570,0.9912
1,2571,0.4871
1,2572,0.2929
1,2573,0.5569
1,2574,0.5269
1,2575,0.3108
1,2576,0.4688
1,2577,1.1095
1,2578,0.4952
1,2579,0.4730
1,2580,1.1677
1,2581,1.1663
1,2582,0.4174
1,2583,0.4529
1,2584,0.5536
1,2585,0.6269
1,2586,1.1961
1,2587,0.4583
1,2588,1.2983
1,2589,1.2751
1,2590,0.6188
1,2591,0.5004
1,2592,1.3527
1,2593,0.6330
1,2594,1.2212
1,2595,1.2960
1,2596,1.2379
1,2597,0.5833
1,2598,0.6323
1,2599,0.5679
1,2600,0.5560
1,2601,1.3841
1,2602,1.4752
1,2603,1.2642
1,2604,1.3961
1,2605,0.4967
1,2606,0.5905
1,2607,0.7549
1,2608,1.2187
1,2609,1.4516
1,2610,0.7334
1,2611,0.5488
1,2612,0.7996
1,2613,0.6705
1,2614,0.6971
1,2615,1.3710
1,2616,1.3246
1,2617,1.2741
1,2618,0.6054
1,2619,0.5588
1,2620,1.4600
1,2621,1.2365
1,2622,0.6365
1,2623,0.7659
1,2624,0.7528
1,2625,1.1774
1,2626,1.4659
1,2627,1.4361
1,2628,1.2300
0,2629,0.9511
0,2630,0.9455
0,2631,0.9397
0,2632,0.9336
0,2633,0.9272
0,2634,0.9205
0,2635,0.9135
0,2636,0.9063
0,2637,0.8988
0,2638,0.8910
0,2639,0.8829
0,2640,0.8746
0,2641,0.8660
0,2642,0.8572
0,2643,0.8480
0,2644,0.8387
0,2645,0.8290
0,2646,0.8192
0,2647,0.8090
0,2648,0.7986
0,2649,0.7880
0,2650,0.7771
0,2651,0.7660
0,2652,0.7547
0,2653,0.7431
0,2654,0.7314
0,2655,0.7193
0,2656,0.7071
0,2657,0.6947
0,2658,0.6820
0,2659,0.6691
0,2660,0.6561
0,2661,0.6428
0,2662,0.6293
0,2663,0.6157
0,2664,0.6018
0,2665,0.5878
0,2666,0.5736
0,2667,0.5592
0,2668,0.5446
0,2669,0.5299
0,2670,0.5150
0,2671,0.5000
0,2672,0.4848
0,2673,0.4695
0,2674,0.4540
0,2675,0.4384
0,2676,0.4226
0,2677,0.4067
0,2678,0.3907
1,2679,0.1108
1,2680,-0.1393
1,2681,0.7459
1,2682,-0.1429
1,2683,0.7428
1,2684,-0.0553
1,2685,0.5410
1,2686,0.0359
1,2687,-0.0073
1,2688,0.7115
1,2689,-0.0510
1,2690,0.5608
1,2691,-0.2591
1,2692,0.6144
1,2693,-0.0618
1,2694,0.5402
1,2695,-0.3894
1,2696,0.5380
1,2697,-0.3652
1,2698,-0.2838
1,2699,0.4045
1,2700,0.2441
1,2701,-0.4017
1,2702,0.4797
1,2703,0.2010
1,2704,-0.4974
1,2705,0.2843
1,2706,0.2500
1,2707,-0.4053
1,2708,-0.5349
1,2709,0.3418
1,2710,0.2254
0,2711,-0.1736
0,2712,-0.1908
0,2713,-0.2079
0,2714,-0.2250
0,2715,-0.2419
0,2716,-0.2588
0,2717,-0.2756
0,2718,-0.2924
0,2719,-0.3090
0,2720,-0.3256
0,2721,-0.3420
0,2722,-0.3584
0,2723,-0.3746
0,2724,-0.3907
0,2725,-0.4067
0,2726,-0.4226
0,2727,-0.4384
0,2728,-0.4540
0,2729,-0.4695
0,2730,-0.4848
0,2731,-0.5000
0,2732,-0.5150
0,2733,-0.5299
0,2734,-0.5446
0,2735,-0.5592
0,2736,-0.5736
0,2737,-0.5878
0,2738,-0.6018
0,2739,-0.6157
0,2740,-0.6293
0,2741,-0.6428
0,2742,-0.6561
0,2743,-0.6691
0,2744,-0.6820
0,2745,-0.6947
0,2746,-0.7071
0,2747,-0.7193
0,2748,-0.7314
0,2749,-0.7431
0,2750,-0.7547
0,2751,-0.7660
0,2752,-0.7771
0,2753,-0.7880
0,2754,-0.7986
0,2755,-0.8090
0,2756,-0.8192
0,2757,-0.8290
0,2758,-0.8387
0,2759,-0.8480
0,2760,-0.8572
0,2761,-0.8660
0,2762,-0.8746
